Reference,NbReceptionDerniersMois,QteReceptionneeDerniersMois,NbReceptionMois2,QteReceptionneeMois2,NbReceptionMois3,QteReceptionneeMois3
REF-101613,6,1201,7,926,6,788
REF-118590,21,2260,3,1438,6,1098
REF-137127,19,4734,27,5310,29,4781
REF-100051,7,3630,14,2776,10,2844
REF-112688,18,4718,30,3488,17,3990
REF-141842,11,4257,24,4590,13,4960
REF-124816,6,1947,28,1764,3,1589
REF-128352,6,2816,28,2833,18,3528
REF-116146,2,1173,4,1513,2,1040
REF-113758,50,4483,13,5169,50,5329
REF-104706,10,4821,25,5030,27,4166
REF-148318,11,3506,19,2781,3,1619
REF-107083,7,2814,30,2510,3,1438
REF-148765,4,1666,2,1087,4,1047
REF-123406,25,1731,8,1691,6,885
REF-101409,10,4098,5,2481,10,2425
REF-118972,22,2288,5,2519,24,2665
REF-137468,10,4133,17,5111,7,3413
REF-115452,34,3557,19,2545,23,1654
REF-148812,2,537,1,454,2,474
REF-106945,8,3564,13,3674,7,2452
REF-112146,7,3229,4,1954,4,2019
REF-123923,1,313,3,241,1,260
REF-130836,10,2461,12,2581,5,2207
REF-105816,6,1593,3,1616,9,1516
REF-132313,10,3554,32,3862,5,2079
REF-146677,22,2669,25,3369,14,4039
REF-137410,5,2618,22,3019,22,3905
REF-109618,1,190,1,170,1,87
REF-104658,63,4243,4,2214,6,2039
REF-145448,31,2533,6,1707,8,1669
REF-147835,17,4832,16,3488,7,2149
REF-149689,4,1380,9,1496,5,1551
REF-126989,1,613,1,322,4,366
REF-146509,7,3040,6,2718,43,2759
REF-126506,10,4247,12,3335,10,2168
REF-120784,9,3137,30,2819,26,2826
REF-137995,32,4684,15,3886,4,2385
REF-136874,9,3952,43,3089,10,3190
REF-140570,1,131,1,89,1,81
REF-147112,11,1502,4,1251,5,1202
REF-106845,22,3967,23,5057,48,3108
REF-148355,26,3655,9,3174,36,2928
REF-115683,11,4558,63,5393,7,3772
REF-104009,8,1085,3,637,1,437
REF-104066,17,3596,14,3426,18,3782
REF-101820,3,1683,2,895,1,782
REF-139870,2,1096,10,685,3,711
REF-101516,22,3290,9,3484,11,4463
REF-107567,12,3788,13,2276,6,2589
REF-112992,14,4689,13,6094,10,4474
REF-129384,2,1264,4,1159,10,976
REF-120200,8,1520,6,820,1,455
REF-109627,10,2307,9,2094,4,1836
REF-137800,18,2977,6,3169,41,3495
REF-101843,18,4819,35,5834,23,5492
REF-145195,9,2799,9,3458,4,1810
REF-137087,17,3566,40,2323,12,1305
REF-126241,7,3578,9,4241,24,5257
REF-121910,14,2629,5,2095,9,2508
REF-114601,2,516,3,625,7,637
REF-112345,9,4933,12,4300,8,2524
REF-126905,6,2756,7,3125,8,2590
REF-136979,1,37,1,27,1,33
REF-116550,6,893,11,727,1,602
REF-130007,6,2533,4,1820,8,1656
REF-116453,5,1784,8,1173,3,648
REF-119066,12,3883,18,4331,13,4986
REF-123761,3,1413,3,907,3,517
REF-109831,12,1736,2,1191,16,1536
REF-129435,22,4758,21,2790,21,2683
REF-138332,5,1138,3,1152,2,1220
REF-137741,1,32,1,40,1,40
REF-107978,6,1571,6,1545,4,1496
REF-101898,15,3232,7,3067,9,3561
REF-126250,1,139,1,161,1,105
REF-137120,19,2961,33,1734,32,1985
REF-142844,12,3110,6,1869,5,1776
REF-105640,3,1175,3,1012,16,1003
REF-140298,2,733,2,504,5,636
REF-118196,28,4380,14,2737,12,3471
REF-114329,21,1643,9,1341,5,954
REF-123632,10,4014,9,2186,7,2501
REF-111654,7,1658,11,1162,5,1503
REF-123873,12,4648,14,4878,12,3618
REF-123113,4,1634,3,1444,4,1873
REF-140882,7,3239,7,2999,13,3008
REF-148198,5,2642,4,1338,5,1675
REF-129090,7,2243,20,1934,4,1493
REF-146776,3,1104,18,1181,6,963
REF-146836,11,801,1,628,3,541
REF-127834,49,3397,23,2151,8,1861
REF-129521,22,4391,8,3270,51,2647
REF-111408,16,4080,6,3390,4,2331
REF-126524,8,3898,11,3550,10,4450
REF-141417,26,1730,6,2212,13,2110
REF-148020,5,1815,4,1748,4,1013
REF-125983,46,4158,65,5075,7,3070
REF-133822,1,12,1,9,1,11
REF-104680,28,3526,16,3459,4,1955
REF-114077,15,4016,14,3567,56,3225
REF-139601,7,1720,9,2019,4,1115
REF-127045,15,3129,25,2817,3,1464
REF-138664,13,4060,5,2214,7,2824
REF-128383,28,3878,29,1952,3,1573
REF-135973,4,1825,11,1297,8,1463
REF-106887,7,3204,22,2918,5,2395
REF-125128,11,4897,11,5550,107,6455
REF-100619,4,1135,3,1365,3,1674
REF-105506,8,3590,28,3950,45,2980
REF-129658,24,3673,4,2145,9,2751
REF-112478,6,2749,7,2051,3,1250
REF-112958,4,1090,2,1243,13,967
REF-108872,25,4243,10,2627,9,1463
REF-130577,1,930,5,842,1,954
REF-136452,4,1946,13,1966,17,2117
REF-102079,1,197,1,172,1,125
REF-113648,3,1137,3,1335,3,1459
REF-131300,14,4502,17,5488,10,3068
REF-131056,11,3024,6,2696,6,2186
REF-114801,9,3756,9,2583,6,2554
REF-113738,25,4362,18,3267,6,2512
REF-142156,25,2188,3,1371,2,897
REF-119223,21,3010,7,1645,10,1337
REF-101327,4,1756,2,1159,1,763
REF-126982,9,1428,2,1020,3,1123
REF-116442,9,3000,7,3006,13,2368
REF-149075,1,119,1,96,1,95
REF-130417,26,3598,37,4513,16,3103
REF-118954,49,4447,23,4761,8,4240
REF-102054,10,4495,5,2412,3,1443
REF-141585,17,2479,7,2099,7,1941
REF-148837,4,1846,3,1849,7,1612
REF-118092,79,4345,16,5288,22,5261
REF-136185,22,1601,4,1649,2,1178
REF-118228,6,1699,4,1174,6,754
REF-130029,2,701,1,782,2,495
REF-107026,2,115,2,138,1,78
REF-124337,16,3350,18,2423,7,1491
REF-148250,12,2834,8,3105,8,2275
REF-119122,18,4228,8,2582,7,1301
REF-116323,1,77,1,68,1,61
REF-119521,3,430,1,299,1,367
REF-114489,31,2664,13,1770,9,2063
REF-120749,2,467,1,400,1,407
REF-123932,4,2244,6,2413,7,2337
REF-127502,2,1324,6,1201,4,1031
REF-123952,1,667,8,599,1,622
REF-136486,5,408,2,216,1,236
REF-130737,18,4943,22,6209,21,3867
REF-136049,13,1384,4,866,6,674
REF-148224,20,1360,4,1310,3,1386
REF-117799,17,2416,10,2173,14,2206
REF-140603,9,2203,5,1471,3,1605
REF-127548,34,3638,13,3342,57,2994
REF-131974,6,2270,9,1797,3,1492
REF-147832,45,4324,7,2439,2,1396
REF-110142,6,3132,8,1960,4,2255
REF-131712,9,4049,13,5242,21,5176
REF-127703,8,2482,5,2554,18,2058
REF-116392,2,882,5,929,6,1052
REF-134340,4,2134,9,1631,2,836
REF-116365,1,87,1,63,1,52
REF-128169,3,480,1,248,1,235
REF-108421,29,2705,10,3209,4,1659
REF-149975,15,4152,12,4851,31,4541
REF-149877,26,2343,2,1329,15,886
REF-149203,4,2066,18,2580,7,2521
REF-141410,1,347,3,268,1,149
REF-101580,9,4639,11,3325,9,4006
REF-115248,8,3357,6,2800,15,2001
REF-111412,15,1781,6,1857,3,1328
REF-119555,14,4030,12,4420,6,2550
REF-113010,20,4197,7,2880,6,2950
REF-111632,17,3542,17,1938,3,1004
REF-115023,3,1391,16,1255,2,1107
REF-130011,14,4189,22,4683,23,3970
REF-123798,5,2563,3,1324,4,1641
REF-110278,1,673,1,424,2,523
REF-145838,23,2206,6,2655,24,1724
REF-106720,14,2368,8,1986,6,2504
REF-134096,7,1919,5,2417,2,1280
REF-116969,6,3237,6,2161,4,1606
REF-137466,10,3188,7,2831,10,3480
REF-105016,1,794,2,687,5,600
REF-140449,22,3120,5,1847,6,1942
REF-133792,7,1046,8,737,4,680
REF-100844,11,2263,3,1201,1,726
REF-117054,21,3324,42,4278,12,3729
REF-136927,10,1793,13,1851,2,1100
REF-149978,12,4792,26,4084,9,3813
REF-132692,25,4404,22,5723,16,5098
REF-123098,26,4842,10,4422,8,2505
REF-112851,15,3691,9,2181,5,1385
REF-136710,5,2127,22,2372,12,1820
REF-132886,11,2135,3,1827,5,1183
REF-123698,5,2416,9,2126,2,1301
REF-100232,12,1977,5,2207,12,2068
REF-121495,3,1377,3,988,3,1165
REF-103668,4,866,2,1113,5,1054
REF-148774,2,784,7,590,1,341
REF-113973,6,2526,5,2661,3,1684
REF-127939,5,2198,2,1128,2,607
REF-125432,12,3473,25,3765,7,2767
REF-126713,42,4572,15,4239,9,3511
REF-104810,3,494,2,452,1,461
REF-125620,5,2045,16,1589,26,1942
REF-137094,12,3992,28,2699,10,3187
REF-120260,9,4419,57,4221,7,3227
REF-104588,5,2503,2,1428,2,915
REF-111361,9,4233,12,2850,13,3132
REF-133587,17,4708,56,4124,91,4568
REF-147901,7,3054,15,2794,7,2896
REF-143883,24,3667,10,2411,8,2114
REF-131891,16,2801,28,3361,6,2655
REF-102959,4,1366,2,1332,3,1585
REF-143510,3,291,1,367,1,303
REF-116313,7,3213,25,2378,7,2813
REF-111382,4,1199,2,977,8,744
REF-140525,28,3961,9,4500,27,2639
REF-143486,17,3838,11,4462,9,4346
REF-107666,1,691,1,349,1,197
REF-134457,5,1553,12,1779,5,1720
REF-101105,13,4101,5,2053,6,1922
REF-149403,3,1677,5,1371,8,1713
REF-149040,3,662,2,852,2,1047
REF-122483,1,586,2,676,7,733
REF-107916,12,4686,6,3130,4,2118
REF-111300,27,3036,13,2181,11,2578
REF-116568,7,2671,3,1686,6,1871
REF-110264,11,4784,9,4080,14,5015
REF-119377,4,1539,2,1275,2,1013
REF-149300,5,1892,5,1648,8,1501
REF-110352,25,3829,15,3995,7,3412
REF-106872,9,3026,6,3190,5,2390
REF-140996,18,2985,27,1883,3,1564
REF-108933,7,1486,19,1660,8,1611
REF-117192,7,2187,10,2457,5,1344
REF-140754,23,4173,11,3329,6,2798
REF-132440,1,446,1,561,1,639
REF-124536,7,1425,4,1659,10,1907
REF-144708,27,4023,5,2176,7,2044
REF-101221,12,3926,7,3283,15,3551
REF-140851,5,722,8,553,2,478
REF-106861,20,4618,9,4567,39,3130
REF-136067,1,517,2,364,1,440
REF-114846,13,1499,11,1385,2,1113
REF-105893,8,3403,31,2739,8,2503
REF-117603,1,375,1,399,1,241
REF-112838,9,4515,23,3663,18,3347
REF-112996,6,1346,1,704,1,492
REF-147479,5,2606,38,2885,7,3511
REF-123972,1,114,1,69,1,73
REF-140589,24,4316,8,2592,11,1866
REF-136850,14,3677,21,3907,7,3358
REF-148433,11,4029,42,4529,35,2957
REF-101380,5,2476,3,1473,22,1832
REF-103815,2,864,4,632,9,622
REF-106019,49,4488,13,5550,6,3048
REF-133219,8,1934,3,1138,6,959
REF-123805,4,1365,3,1384,7,1480
REF-103943,30,1744,11,1318,12,1437
REF-132323,1,216,1,132,1,127
REF-137220,18,2235,33,2419,12,1543
REF-127643,32,2931,7,3502,5,2392
REF-148139,8,1072,3,925,3,871
REF-105883,3,1556,6,1727,2,1201
REF-111502,14,2616,8,1999,21,2083
REF-122717,4,1976,20,1145,3,1037
REF-144743,18,4891,24,6170,22,3277
REF-118322,4,1705,8,1702,26,1471
REF-124777,13,1633,4,1643,23,1962
REF-133136,9,4472,13,5414,14,6277
REF-134073,3,1764,8,2183,13,2418
REF-112468,20,1340,2,815,2,761
REF-113534,1,270,1,329,1,196
REF-105330,17,3751,20,2286,4,1873
REF-148158,1,306,4,282,3,352
REF-117513,26,2179,5,2063,5,2480
REF-134894,9,4375,21,4114,7,2536
REF-129322,6,2255,21,1167,3,1391
REF-120191,10,4680,14,5872,32,7582
REF-132349,6,1722,2,997,8,1293
REF-140076,13,3531,24,2746,16,2114
REF-147259,5,2429,13,1975,6,2516
REF-116250,29,2177,13,2754,3,1502
REF-122943,7,2223,10,1619,12,1936
REF-120338,9,3340,9,2625,18,2578
REF-122138,2,1335,20,1572,3,1448
REF-133189,4,2383,4,2428,23,1333
REF-104924,1,81,1,59,1,72
REF-134736,14,3980,7,2545,7,2291
REF-110131,1,172,1,110,1,61
REF-147918,3,757,1,797,6,988
REF-133138,2,614,2,364,1,288
REF-126914,22,4081,9,4821,59,5573
REF-136180,6,2671,9,2501,14,3200
REF-103221,9,1512,3,1534,13,1750
REF-120793,12,4496,7,3354,7,1711
REF-120942,1,427,8,447,1,564
REF-133036,12,2962,61,3146,34,3128
REF-106570,23,4352,10,4363,21,2307
REF-119930,14,4487,18,4801,6,2486
REF-118006,1,438,1,242,1,130
REF-135190,1,59,1,57,1,28
REF-123319,5,1680,7,1358,2,738
REF-138927,3,1656,9,1020,1,540
REF-125088,63,3790,16,4067,51,3732
REF-137769,2,1010,3,1112,4,923
REF-128936,4,776,7,484,1,584
REF-147446,23,2335,34,2405,19,2043
REF-143433,10,2644,6,3180,3,1833
REF-116305,10,2948,24,1793,3,1536
REF-113435,2,1075,3,1006,3,661
REF-101276,11,3260,6,2036,2,1028
REF-102454,1,186,1,94,1,101
REF-115706,15,4639,15,4757,5,2380
REF-119935,11,1589,5,1304,5,1652
REF-143357,65,4193,47,5090,7,3404
REF-106511,36,3649,15,3695,8,3246
REF-137043,9,4579,13,5485,16,7001
REF-132535,7,2527,6,3081,42,3076
REF-119806,1,201,1,149,1,122
REF-118673,4,1554,5,1265,11,1147
REF-135375,13,1930,6,2204,4,1235
REF-112127,5,1636,29,1898,6,2399
REF-106425,46,3750,8,2898,16,3514
REF-118035,6,1335,3,1418,6,916
REF-119318,20,1770,5,1101,1,561
REF-105409,24,2473,6,1943,12,2337
REF-121850,38,4529,8,3112,28,3906
REF-142075,6,2721,12,2623,4,1956
REF-104582,2,1337,12,904,3,1051
REF-105757,4,1306,3,1381,3,1230
REF-123793,6,3107,11,3615,26,3668
REF-137747,12,3398,18,2363,15,2901
REF-124010,7,2970,19,2758,3,1814
REF-130886,8,3192,8,3220,10,2514
REF-121023,1,85,1,44,1,56
REF-135579,6,880,1,746,5,465
REF-142456,3,1138,1,776,2,886
REF-140649,4,2330,33,2678,3,1426
REF-107665,18,4535,67,5362,7,2849
REF-143790,1,512,1,456,1,496
REF-136957,6,2168,5,1114,15,1142
REF-117329,3,724,3,785,1,815
REF-108063,2,891,3,600,1,536
REF-141986,6,2320,4,2017,4,2224
REF-130115,1,348,2,448,1,401
REF-124961,19,4021,53,4260,15,2400
REF-105948,13,4886,16,5371,12,5849
REF-149192,8,3982,16,2627,21,3150
REF-138683,4,1538,12,1762,4,1207
REF-131817,13,4991,8,3564,20,3278
REF-118439,1,185,2,205,1,113
REF-133673,3,1619,2,809,5,795
REF-144314,2,1115,2,1158,12,1247
REF-110482,45,3697,8,2037,13,2638
REF-106677,1,119,1,135,1,69
REF-145938,11,4304,15,2810,62,3563
REF-147343,18,3064,4,2364,6,1655
REF-148730,6,2321,3,1634,3,1087
REF-129756,2,287,1,172,1,222
REF-110450,4,2010,11,1393,17,1421
REF-110052,4,2141,6,2039,5,2458
REF-101963,1,431,1,354,1,413
REF-117642,20,4261,9,4094,7,3137
REF-100617,8,1221,7,1222,14,1160
REF-104712,1,403,1,315,2,366
REF-101310,1,416,1,230,1,204
REF-129067,1,52,1,63,1,67
REF-134290,12,2737,18,2180,6,1851
REF-136973,1,184,1,124,1,78
REF-106706,13,2873,27,1674,6,2069
REF-100352,13,4701,9,4673,37,4097
REF-132633,22,4761,18,4295,56,5250
REF-118240,6,2201,14,2275,5,1500
REF-131201,21,2358,9,2464,6,3077
REF-125953,1,184,1,150,1,131
REF-126147,11,3516,6,2460,27,2916
REF-120400,50,4541,8,2650,14,2052
REF-107100,77,3968,59,3738,71,4239
REF-139608,10,2656,6,1582,7,1614
REF-137572,7,1415,5,1609,7,1207
REF-132714,18,1062,3,940,3,1106
REF-102170,52,2820,14,3193,7,3297
REF-123394,15,4860,20,3095,4,1863
REF-117037,16,4219,17,2942,8,2713
REF-125842,11,3729,7,2849,22,2062
REF-138572,3,916,2,832,5,826
REF-131183,4,2020,4,1187,4,1043
REF-103703,7,1731,5,1971,5,2507
REF-123843,6,1383,2,1117,3,1275
REF-116067,12,4200,10,3114,11,2124
REF-109209,5,2307,2,1201,5,960
REF-137614,40,4202,8,3076,5,2065
REF-148628,3,1663,2,1066,7,1218
REF-105918,1,726,5,777,4,972
REF-121602,3,1548,1,790,3,471
REF-124995,35,3255,5,2579,9,1811
REF-105568,5,1700,3,1645,25,1803
REF-138304,11,2735,5,2227,12,2403
REF-138822,22,3936,19,3651,7,3301
REF-129427,45,4232,20,4412,9,2577
REF-133647,5,1990,3,1197,3,724
REF-129046,7,2632,7,3339,11,3345
REF-128867,14,3945,25,4231,38,4356
REF-120117,1,60,1,61,1,40
REF-132053,35,3324,14,2976,10,2717
REF-146863,72,3628,7,3672,6,2205
REF-107220,6,1671,2,1230,12,1230
REF-103507,1,210,1,158,1,88
REF-148494,1,656,2,412,4,350
REF-149557,35,2028,27,1521,4,1895
REF-141570,11,4107,12,3506,18,2666
REF-116553,2,792,11,939,1,518
REF-138793,30,2345,7,2410,10,2139
REF-125348,19,3529,8,2979,20,2783
REF-128921,6,2909,17,2601,12,2064
REF-117987,14,3575,21,2323,10,2250
REF-138912,12,2130,20,2720,13,2187
REF-130946,8,3352,6,2672,7,3447
REF-146268,13,1143,2,1099,2,561
REF-149709,20,4501,12,4760,30,2502
REF-134669,7,3766,17,4158,7,3105
REF-141647,16,4117,19,3178,16,3657
REF-130631,2,466,4,335,3,274
REF-116234,6,1213,4,1082,6,596
REF-112681,1,32,1,38,1,19
REF-122809,1,573,1,379,4,486
REF-100450,4,1091,1,600,1,388
REF-147501,8,3790,40,3930,14,5026
REF-111060,7,3477,9,3420,5,2288
REF-112076,10,1899,4,1813,4,1087
REF-112215,1,715,3,833,1,784
REF-102338,42,2898,22,2585,7,1968
REF-135372,3,848,2,770,1,625
REF-128488,18,3928,13,3602,4,2060
REF-101965,9,3865,6,2141,2,1163
REF-141175,44,3006,7,3019,7,3342
REF-103246,1,509,1,307,4,387
REF-105062,6,1399,7,1177,18,1080
REF-138134,15,3621,64,3763,28,4639
REF-116955,13,4915,16,5709,10,3238
REF-130144,4,1616,4,1728,12,1076
REF-146209,8,1872,5,2248,3,1322
REF-107164,13,2889,27,3699,12,3282
REF-149624,7,3103,11,2522,10,2759
REF-129630,13,4097,14,4189,8,4120
REF-124122,7,3283,8,3338,6,2504
REF-130307,14,4570,13,4523,41,4069
REF-125013,4,1814,5,956,18,1232
REF-121390,6,2711,19,2615,9,1956
REF-134541,3,717,5,561,7,431
REF-130036,2,862,1,615,10,691
REF-145575,7,3890,41,4744,12,3164
REF-104223,35,3796,21,2381,4,2002
REF-127950,28,3100,22,3719,11,4023
REF-109010,1,750,4,905,1,457
REF-140026,8,3004,7,2848,15,2869
REF-100549,11,4986,20,5302,12,3841
REF-126486,21,3262,5,2719,17,2446
REF-144682,31,4389,10,4759,27,5727
REF-145444,2,587,1,374,2,337
REF-129337,48,3039,8,2801,3,1613
REF-105692,11,3039,47,2869,19,2012
REF-114497,10,2987,12,2666,58,3341
REF-140036,16,4551,8,2823,8,2690
REF-133024,58,3523,8,3030,5,1667
REF-109963,7,3155,5,1974,4,1409
REF-145655,4,1863,7,2009,5,1814
REF-131285,13,1574,4,1833,3,1427
REF-140487,6,2006,5,1137,3,1228
REF-105987,41,4974,7,2822,19,2711
REF-102332,1,377,1,386,1,295
REF-125068,9,2525,7,2416,13,2424
REF-101696,10,3662,11,4386,23,4443
REF-140157,6,2108,13,2055,4,1680
REF-119645,7,2865,28,3473,13,2248
REF-125294,9,3225,4,1776,5,2009
REF-149077,1,65,1,51,1,65
REF-121572,5,2080,17,1426,3,1364
REF-134698,5,2557,22,2234,7,1550
REF-123552,8,3758,5,2438,28,2544
REF-148427,3,1837,4,1517,3,760
REF-145979,2,1271,4,640,1,346
REF-149062,2,1110,2,1430,2,839
REF-144925,6,1527,3,876,2,663
REF-148124,20,1715,2,1158,4,1376
REF-142375,27,4349,46,4317,7,3801
REF-115411,6,1267,3,1143,3,1062
REF-112848,6,1650,2,1161,4,679
REF-144137,31,4676,15,4617,20,5927
REF-110197,4,2246,27,1404,21,1552
REF-115652,18,3211,9,3080,4,1734
REF-146500,1,18,1,17,1,11
REF-115068,1,214,3,234,1,153
REF-103919,13,4908,11,5855,23,6106
REF-130178,36,4386,9,4388,14,2935
REF-148595,15,2928,8,1652,16,1938
REF-103088,1,87,1,63,1,33
REF-138139,9,4091,39,3029,5,2567
REF-108742,17,2059,4,2257,4,1632
REF-128458,2,472,2,466,1,235
REF-122677,19,3790,27,4897,10,2549
REF-114954,6,2819,5,2404,9,3064
REF-112674,8,1529,14,893,3,1081
REF-135517,30,3952,23,2164,4,2268
REF-107203,9,4113,79,4196,7,2641
REF-108491,1,608,1,546,1,595
REF-149771,2,816,1,421,3,511
REF-118323,10,1690,5,1069,3,1299
REF-145066,1,222,1,280,1,240
REF-101750,10,4902,12,5483,102,5525
REF-118078,18,2704,16,3181,12,3111
REF-109030,11,2439,19,1236,22,1396
REF-125412,4,2367,5,2499,12,2946
REF-114690,11,4666,25,2756,6,2454
REF-119199,37,3626,13,3711,9,2101
REF-102249,16,4954,37,3593,14,2746
REF-138803,8,4223,11,2537,15,1529
REF-145996,37,4739,14,5305,12,3448
REF-110889,10,3207,18,3486,20,3962
REF-140389,3,1512,4,1587,6,1163
REF-105335,5,2576,4,1758,11,1861
REF-131119,10,2312,8,2032,3,1829
REF-120249,25,3305,29,2617,6,2869
REF-106745,9,872,3,1066,3,1190
REF-104333,2,310,2,293,1,250
REF-125022,36,3279,11,2054,4,1939
REF-120872,5,1774,2,1042,2,891
REF-127040,11,3389,5,2249,5,1816
REF-141125,9,4510,8,3986,22,3015
REF-147363,13,1656,4,1721,5,2106
REF-101017,1,132,1,169,1,192
REF-121026,27,2591,34,3157,8,2072
REF-146564,2,906,3,612,1,627
REF-126054,1,71,1,84,1,58
REF-141421,6,2319,4,1383,3,1631
REF-126198,11,4972,24,3705,83,4253
REF-101165,5,1139,4,926,1,881
REF-117427,14,2387,11,3003,8,2406
REF-121957,46,4882,32,5528,79,5475
REF-148827,1,967,4,1018,2,584
REF-132030,1,571,1,522,3,670
REF-125931,2,1111,1,781,1,442
REF-134730,3,1411,5,1087,14,844
REF-146334,2,766,5,702,2,442
REF-136826,6,2099,16,2333,12,1754
REF-120975,22,4206,43,4594,88,5380
REF-123949,15,4938,11,5628,26,3927
REF-134402,15,3380,15,2602,7,3250
REF-140824,7,2248,5,1396,3,1393
REF-101839,32,2032,16,1771,7,1978
REF-142286,1,276,3,355,4,426
REF-100143,2,590,1,392,5,437
REF-101836,15,3939,11,4124,10,3194
REF-147119,4,1954,4,1686,5,1087
REF-125680,14,2023,5,1753,2,1223
REF-118090,4,2070,4,1628,16,1099
REF-138809,7,2561,25,2225,7,1493
REF-105904,7,1938,13,1218,5,1121
REF-139399,1,499,1,363,1,184
REF-138684,4,1123,3,1141,12,1444
REF-141009,45,4726,28,3745,39,4581
REF-108547,13,3870,36,3632,18,3083
REF-124859,14,4619,9,4370,20,2992
REF-131491,12,3003,7,2703,9,2218
REF-136756,23,3652,8,2206,39,2009
REF-135464,9,4363,11,3389,9,3493
REF-145951,26,4869,20,2917,12,3311
REF-146891,1,75,1,49,1,30
REF-121105,11,4999,7,3446,3,1830
REF-105612,11,3604,12,3882,23,2235
REF-106372,23,4772,9,2801,8,2514
REF-102295,74,4790,34,4405,14,3989
REF-104557,17,4918,8,2776,31,2926
REF-136489,6,2714,10,2424,8,2800
REF-120900,63,4771,14,4097,10,2945
REF-128926,22,4422,24,3144,8,1581
REF-119021,6,1360,5,1290,1,666
REF-102812,4,2085,4,1337,5,1597
REF-132348,1,111,1,96,1,111
REF-143931,3,1806,13,1086,3,1222
REF-120822,3,1649,3,1360,3,928
REF-144749,2,1263,3,1063,1,623
REF-125044,3,669,1,352,1,456
REF-105260,10,4840,8,3307,16,4039
REF-113686,2,828,2,874,1,501
REF-146956,6,1787,2,1422,1,818
REF-143828,11,1566,2,1150,5,1162
REF-141665,10,1497,2,882,3,881
REF-138275,2,488,1,547,6,608
REF-131962,40,4606,7,2538,21,2714
REF-134657,3,1130,2,786,4,865
REF-129300,4,1761,2,976,3,963
REF-146753,30,3550,6,2177,9,2735
REF-116298,13,1734,5,2080,7,2556
REF-106724,2,492,1,315,1,229
REF-103705,6,2244,25,2151,8,2657
REF-101401,6,2194,3,1707,26,1965
REF-118338,9,4307,12,3878,18,3258
REF-116457,16,3635,11,3813,6,2038
REF-115262,14,1725,4,1013,9,617
REF-123511,19,4908,8,3515,21,3192
REF-133367,10,4127,10,5155,8,2871
REF-101620,11,4491,6,2370,19,2882
REF-115093,6,3221,8,1929,4,1595
REF-124421,6,2192,13,1463,2,1042
REF-102688,3,1412,5,942,3,1211
REF-144232,1,328,1,352,1,304
REF-122540,1,383,1,445,1,222
REF-112074,14,4707,25,2774,15,2907
REF-135554,15,4783,20,2879,13,3572
REF-102127,17,1700,3,1313,8,1281
REF-100097,17,3860,15,4130,35,5231
REF-135226,11,1969,6,1985,5,2566
REF-142183,19,1753,23,1843,11,2219
REF-110650,6,3091,15,2684,14,1623
REF-101217,10,1797,8,2106,33,1861
REF-141701,1,321,1,196,1,208
REF-123338,10,3276,27,2867,6,2706
REF-109495,8,3682,11,3096,41,2260
REF-111084,2,1180,3,903,1,465
REF-144542,10,1459,7,1849,8,1146
REF-111336,20,4600,11,4710,7,3247
REF-149849,1,123,1,89,1,88
REF-104244,11,4605,28,4837,13,4695
REF-118927,8,3239,42,3701,8,3300
REF-109774,6,972,18,918,8,783
REF-145078,28,3298,8,3162,6,1814
REF-121743,11,4686,20,3885,19,2049
REF-125145,46,4359,6,2730,7,2472
REF-140967,9,3366,15,4196,11,5187
REF-145155,4,1735,9,1972,14,1054
REF-137035,6,2467,28,1924,3,1542
REF-135616,3,1428,17,933,3,744
REF-126738,6,3331,19,3883,10,3509
REF-101131,1,681,2,354,3,451
REF-114857,8,1432,1,952,3,1000
REF-107676,14,3030,17,2705,12,1820
REF-125863,1,294,1,174,1,144
REF-119810,8,1977,13,1329,2,855
REF-103479,9,4584,28,4271,11,4601
REF-123880,38,2437,4,1671,8,2003
REF-139469,25,4365,9,4241,25,4091
REF-137711,6,2820,20,3528,12,4357
REF-129833,16,3870,53,4210,12,4555
REF-114365,7,2859,7,3470,5,1832
REF-143256,18,3231,5,2525,5,1915
REF-138629,28,4078,10,4601,44,5224
REF-140359,42,4749,11,3027,7,3321
REF-123145,10,4848,18,4012,34,3444
REF-138459,11,4555,32,3453,17,3779
REF-101535,41,4001,7,3388,4,2323
REF-103375,10,3645,7,2141,4,1441
REF-113666,3,783,4,608,1,367
REF-114899,12,1103,8,1349,3,1637
REF-140407,2,797,3,543,1,350
REF-121409,2,1201,2,1092,14,1406
REF-109175,3,292,1,178,1,194
REF-137613,2,875,2,532,1,371
REF-119335,8,4186,10,4879,23,5337
REF-129356,6,2309,40,2259,3,1603
REF-110624,18,2147,22,1963,3,1269
REF-117527,16,4497,32,3722,7,1967
REF-140759,20,4070,16,4756,17,3074
REF-114033,1,232,1,160,1,102
REF-130594,5,2382,2,1229,1,705
REF-120390,15,2581,6,1612,4,1543
REF-131546,59,3279,8,3332,4,1706
REF-145126,30,3049,5,2420,10,1858
REF-118120,3,787,4,1015,2,1137
REF-147860,5,1768,14,2258,5,1211
REF-112336,9,3631,28,2727,9,2848
REF-138233,11,2451,27,2991,11,3701
REF-106547,37,2508,5,2510,5,1474
REF-121916,9,3961,27,2288,4,1670
REF-112507,3,1724,4,1269,15,1133
REF-145489,4,1497,19,1569,8,1819
REF-131399,5,1008,7,946,2,935
REF-114574,7,3017,9,2574,5,2380
REF-114248,3,1406,2,1054,1,557
REF-113150,13,4175,24,4453,17,2665
REF-116407,36,3880,8,3101,43,2279
